file,x,y,label
COVID-19_6807.png,48.33570074653473,73.03235364486375,1
COVID-19_4976.png,77.94755086493228,94.75096050775072,1
COVID-19_4962.png,82.04941340967605,64.1917038995202,1
COVID-19_6813.png,88.09117884200509,50.41261881517603,1
COVID-19_0292.png,60.70082872867475,97.83813335662359,1
COVID-19_3943.png,31.625637547887543,36.22751128285534,1
COVID-19_2485.png,46.34336104455086,71.42874468865223,1
COVID-19_4792.png,36.29612507071404,98.91009438732964,1
COVID-19_1832.png,26.562573059063876,56.00095999397031,1
COVID-19_6185.png,25.35860746872626,43.42854549511778,1
COVID-19_1826.png,59.17335472333483,36.27169114768378,1
COVID-19_6191.png,47.8440018059927,29.490104918112287,1
COVID-19_5498.png,25.17697095379233,54.10677337684014,1
COVID-19_4786.png,88.5940828925096,54.4478364361695,1
COVID-19_3957.png,62.894755386267256,55.364572290729456,1
COVID-19_2491.png,92.52698867881492,54.36085129114244,1
COVID-19_1198.png,58.29689699605165,69.20770539618431,1
COVID-19_0286.png,49.58152310141955,69.70846969911328,1
COVID-19_1173.png,82.35629979460785,27.974158867604295,1
COVID-19_5315.png,87.00942262517252,94.93874867900752,1
COVID-19_3764.png,65.63312406293298,34.45157149416572,1
COVID-19_3002.png,50.7410024066084,74.12552622859536,1
Non-COVID-19_249.png,34.3464214712994,3.8741996214884593,0
COVID-19_5473.png,31.355751005545326,44.704977825626614,1
COVID-19_1615.png,29.929475824590604,42.39589008993224,1
COVID-19_7264.png,30.014424835489045,94.38589911019342,1
COVID-19_1601.png,98.98201722711731,56.56939455236657,1
COVID-19_7270.png,68.4028778202444,48.93611962202155,1
COVID-19_4779.png,93.80943313235599,44.340715429813656,1
COVID-19_3016.png,79.49991524071321,57.29998661530711,1
COVID-19_2308.png,33.658959301515196,62.61248114777921,1
COVID-19_5467.png,84.67430499420377,95.69159672888988,1
COVID-19_5301.png,75.06423522465148,81.36021129142134,1
COVID-19_3770.png,57.60610686930051,68.62118704580885,1
COVID-19_0279.png,88.59554464900313,27.19113307294643,1
COVID-19_1167.png,78.42124782394671,84.69218686206712,1
COVID-19_6608.png,43.32534822405988,58.81293124961289,1
Non-COVID-19_513.png,16.84067741134254,14.895443469812705,0
COVID-19_5329.png,36.53456135087782,52.58976469381621,1
COVID-19_3980.png,84.2505318281478,60.164826963456164,1
COVID-19_2446.png,57.20819106665329,46.11036611069483,1
COVID-19_3758.png,51.13738853226223,81.63910237581892,1
COVID-19_4037.png,81.29876266112439,91.43978883851032,1
COVID-19_0251.png,48.29671194491431,44.517806754942164,1
COVID-19_6620.png,83.40295324861589,59.26251875877075,1
COVID-19_6146.png,83.17553635068663,84.08779741044177,1
COVID-19_1629.png,33.59955726330854,31.86330486750586,1
COVID-19_0537.png,37.76676043630709,28.01647138571881,1
COVID-19_7258.png,77.81061478844558,31.624599095286285,1
COVID-19_4751.png,42.85585176319219,95.34954337320711,1
COVID-19_4989.png,81.41396459981371,82.95788001528867,1
COVID-19_2320.png,36.9309828598782,44.45669958221832,1
Non-COVID-19_275.png,7.628349546062923,30.821501035855547,0
COVID-19_4745.png,63.73511714106517,25.673884049984288,1
COVID-19_2334.png,39.56446916558185,70.63356510477969,1
Non-COVID-19_261.png,34.481629789009276,33.08705334078476,0
COVID-19_6152.png,52.11284090622104,26.040002815541552,1
COVID-19_0523.png,87.42546842082274,32.079238895828354,1
COVID-19_0245.png,33.42513527611395,86.86377295561248,1
COVID-19_6634.png,78.14493369418295,93.54334790158326,1
