COVID-19_6807.png,1
COVID-19_4976.png,1
COVID-19_4962.png,1
COVID-19_6813.png,1
COVID-19_0292.png,1
COVID-19_3943.png,1
COVID-19_2485.png,1
COVID-19_4792.png,1
COVID-19_1832.png,1
COVID-19_6185.png,1
COVID-19_1826.png,1
COVID-19_6191.png,1
COVID-19_5498.png,1
COVID-19_4786.png,1
COVID-19_3957.png,1
COVID-19_2491.png,1
COVID-19_1198.png,1
COVID-19_0286.png,1
COVID-19_1173.png,1
COVID-19_5315.png,1
COVID-19_3764.png,1
COVID-19_3002.png,1
Non-COVID-19_249.png,0
COVID-19_5473.png,1
COVID-19_1615.png,1
COVID-19_7264.png,1
COVID-19_1601.png,1
COVID-19_7270.png,1
COVID-19_4779.png,1
COVID-19_3016.png,1
COVID-19_2308.png,1
COVID-19_5467.png,1
COVID-19_5301.png,1
COVID-19_3770.png,1
COVID-19_0279.png,1
COVID-19_1167.png,1
COVID-19_6608.png,1
Non-COVID-19_513.png,0
COVID-19_5329.png,1
COVID-19_3980.png,1
COVID-19_2446.png,1
COVID-19_3758.png,1
COVID-19_4037.png,1
COVID-19_0251.png,1
COVID-19_6620.png,1
COVID-19_6146.png,1
COVID-19_1629.png,1
COVID-19_0537.png,1
COVID-19_7258.png,1
COVID-19_4751.png,1
COVID-19_4989.png,1
COVID-19_2320.png,1
Non-COVID-19_275.png,0
COVID-19_4745.png,1
COVID-19_2334.png,1
Non-COVID-19_261.png,0
COVID-19_6152.png,1
COVID-19_0523.png,1
COVID-19_0245.png,1
COVID-19_6634.png,1
Non-COVID-19_507.png,0
COVID-19_3994.png,1
COVID-19_2452.png,1
COVID-19_4023.png,1
Non-COVID-19_088.png,0
COVID-19_0912.png,1
COVID-19_2863.png,1
Non-COVID-19_936.png,0
COVID-19_2877.png,1
Non-COVID-19_922.png,0
COVID-19_0906.png,1
COVID-19_6387.png,1
COVID-19_7099.png,1
COVID-19_5856.png,1
COVID-19_4590.png,1
COVID-19_2687.png,1
COVID-19_3599.png,1
COVID-19_0090.png,1
COVID-19_0084.png,1
COVID-19_2693.png,1
COVID-19_5842.png,1
COVID-19_4584.png,1
COVID-19_6393.png,1
COVID-19_7066.png,1
COVID-19_0709.png,1
COVID-19_1417.png,1
COVID-19_6378.png,1
COVID-19_5671.png,1
COVID-19_3200.png,1
COVID-19_4209.png,1
COVID-19_3566.png,1
COVID-19_2678.png,1
COVID-19_5117.png,1
COVID-19_1371.png,1
COVID-19_1365.png,1
COVID-19_3572.png,1
Non-COVID-19_739.png,0
COVID-19_5103.png,1
COVID-19_5665.png,1
COVID-19_3214.png,1
COVID-19_7072.png,1
COVID-19_1403.png,1
Non-COVID-19_077.png,0
COVID-19_2122.png,1
COVID-19_5895.png,1
COVID-19_4553.png,1
COVID-19_0735.png,1
COVID-19_6344.png,1
COVID-19_6422.png,1
COVID-19_0053.png,1
COVID-19_4235.png,1
COVID-19_2644.png,1
Non-COVID-19_711.png,0
COVID-19_2888.png,1
COVID-19_4221.png,1
COVID-19_2650.png,1
Non-COVID-19_705.png,0
COVID-19_6436.png,1
COVID-19_1359.png,1
COVID-19_0047.png,1
COVID-19_0721.png,1
COVID-19_6350.png,1
Non-COVID-19_063.png,0
COVID-19_5659.png,1
COVID-19_2136.png,1
COVID-19_3228.png,1
COVID-19_5881.png,1
COVID-19_4547.png,1
COVID-19_0866.png,1
Non-COVID-19_842.png,0
COVID-19_2917.png,1
Non-COVID-19_856.png,0
COVID-19_2903.png,1
COVID-19_0872.png,1
COVID-19_0682.png,1
COVID-19_2095.png,1
COVID-19_5922.png,1
COVID-19_4382.png,1
COVID-19_6595.png,1
COVID-19_6581.png,1
COVID-19_4396.png,1
COVID-19_5088.png,1
COVID-19_2081.png,1
COVID-19_5936.png,1
COVID-19_0696.png,1
COVID-19_1588.png,1
COVID-19_1563.png,1
COVID-19_7112.png,1
COVID-19_3374.png,1
COVID-19_5705.png,1
Non-COVID-19_659.png,0
COVID-19_5063.png,1
Non-COVID-19_881.png,0
COVID-19_3412.png,1
COVID-19_1205.png,1
COVID-19_1211.png,1
COVID-19_5077.png,1
COVID-19_2718.png,1
Non-COVID-19_895.png,0
COVID-19_3406.png,1
COVID-19_4369.png,1
COVID-19_3360.png,1
COVID-19_5711.png,1
COVID-19_6218.png,1
COVID-19_1577.png,1
COVID-19_0669.png,1
COVID-19_7106.png,1
COVID-19_4427.png,1
COVID-19_3348.png,1
COVID-19_2056.png,1
Non-COVID-19_103.png,0
COVID-19_5739.png,1
COVID-19_6230.png,1
COVID-19_0899.png,1
COVID-19_0641.png,1
COVID-19_0127.png,1
COVID-19_1239.png,1
COVID-19_6556.png,1
Non-COVID-19_665.png,0
COVID-19_2730.png,1
COVID-19_4341.png,1
Non-COVID-19_671.png,0
COVID-19_2724.png,1
COVID-19_4355.png,1
COVID-19_0133.png,1
COVID-19_6542.png,1
COVID-19_6224.png,1
COVID-19_0655.png,1
COVID-19_4433.png,1
COVID-19_2042.png,1
Non-COVID-19_117.png,0
Non-COVID-19_498.png,0
COVID-19_6973.png,1
COVID-19_4802.png,1
COVID-19_4816.png,1
COVID-19_6967.png,1
COVID-19_7489.png,1
COVID-19_6797.png,1
COVID-19_3837.png,1
COVID-19_4180.png,1
COVID-19_3189.png,1
COVID-19_2297.png,1
COVID-19_1946.png,1
COVID-19_0480.png,1
COVID-19_1952.png,1
COVID-19_0494.png,1
COVID-19_2283.png,1
COVID-19_3823.png,1
COVID-19_4194.png,1
COVID-19_6783.png,1
COVID-19_6768.png,1
COVID-19_1007.png,1
COVID-19_0319.png,1
COVID-19_7476.png,1
COVID-19_3610.png,1
COVID-19_5261.png,1
COVID-19_5507.png,1
COVID-19_2268.png,1
COVID-19_3176.png,1
COVID-19_4619.png,1
COVID-19_7310.png,1
COVID-19_1761.png,1
COVID-19_7304.png,1
COVID-19_1775.png,1
Non-COVID-19_329.png,0
COVID-19_5513.png,1
COVID-19_3162.png,1
COVID-19_3604.png,1
COVID-19_5275.png,1
COVID-19_1013.png,1
COVID-19_7462.png,1
COVID-19_4143.png,1
COVID-19_2532.png,1
Non-COVID-19_467.png,0
COVID-19_6754.png,1
COVID-19_0325.png,1
COVID-19_1985.png,1
COVID-19_0443.png,1
COVID-19_6032.png,1
Non-COVID-19_301.png,0
COVID-19_2254.png,1
COVID-19_4625.png,1
Non-COVID-19_315.png,0
COVID-19_2240.png,1
COVID-19_4631.png,1
COVID-19_1991.png,1
COVID-19_7338.png,1
COVID-19_0457.png,1
COVID-19_1749.png,1
COVID-19_6026.png,1
COVID-19_6740.png,1
COVID-19_0331.png,1
COVID-19_6998.png,1
COVID-19_4157.png,1
COVID-19_3638.png,1
COVID-19_2526.png,1
Non-COVID-19_473.png,0
COVID-19_5249.png,1
COVID-19_6027.png,1
COVID-19_1748.png,1
COVID-19_0456.png,1
